created_at,hour,activation,wh_id,wh,product_id,stock_minunit,basic_unit_count,stock,rr,rr_minunit,avg_price,wh_cont,total_dc_stock,rr_max,base,gap,n_rop,rop,doh
6/14/2022,21,FALSE,38,El-Marg,222,0,1,0,0,0,101,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,223,0,1,0,0,0,128,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,224,0,1,0,0,0,157,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,225,0,1,0,0,0,222,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,38,El-Marg,226,48,1,48,3,3,307,0.193537852,10,5,2.5,1.5,12.5,4.166666667,5.666666667
6/14/2022,21,TRUE,38,El-Marg,229,104,1,104,40,40,192,0.193537852,1425,53.33333333,2.5,1.5,133.3333333,3.333333333,4.833333333
6/14/2022,21,FALSE,38,El-Marg,230,0,1,0,0,0,18,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,231,0,1,0,0,0,34,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,232,0,1,0,0,0,36,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,233,0,1,0,1,0,37,0.193537852,9,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,FALSE,38,El-Marg,234,0,1,0,0,0,49,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,235,0,1,0,0,0,71,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,236,0,1,0,0,0,92,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,38,El-Marg,237,1336,48,28,22,1029,2,0.193537852,253,44,2.5,1.5,110,5,6.5
6/14/2022,21,FALSE,38,El-Marg,238,0,1,0,0,0,25,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,239,0,1,0,0,0,52,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,240,0,1,0,1,0,65,0.193537852,1,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,FALSE,38,El-Marg,241,0,1,0,0,0,102,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,242,0,1,0,0,0,84,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,243,0,1,0,0,0,30,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,244,0,1,0,0,0,30,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,245,0,1,0,0,0,18,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,246,0,1,0,0,0,109,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,38,El-Marg,247,285,1,285,5,5,168,0.193537852,1004,7,2.5,1.5,17.5,3.5,5
6/14/2022,21,TRUE,38,El-Marg,248,374,1,374,60,60,219,0.193537852,2176,84,2.5,1.5,210,3.5,5
6/14/2022,21,TRUE,38,El-Marg,249,48,1,48,79,79,181,0.193537852,1390,99,2.5,1.5,247.5,3.132911392,4.632911392
6/14/2022,21,FALSE,38,El-Marg,250,0,1,0,0,0,68,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,258,0,1,0,0,0,86,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,261,0,1,0,0,0,71,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,38,El-Marg,262,118,12,10,4,34,87,0.193537852,0,5,2.5,1.5,12.5,3.125,4.625
6/14/2022,21,FALSE,38,El-Marg,266,0,10,0,0,0,50,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,267,0,10,0,1,0,50,0.193537852,1,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,TRUE,38,El-Marg,268,140,16,9,3,36,30,0.193537852,2,4,2.5,1.5,10,3.333333333,4.833333333
6/14/2022,21,TRUE,38,El-Marg,270,331,16,21,4,54,30,0.193537852,56,7.333333333,2.5,1.5,18.33333333,4.583333333,6.083333333
6/14/2022,21,TRUE,38,El-Marg,272,259,16,16,4,50,30,0.193537852,26,6,2.5,1.5,15,3.75,5.25
6/14/2022,21,TRUE,38,El-Marg,276,104,16,6,2,11,30,0.193537852,7,1.333333333,2.5,1.5,3.333333333,1.666666667,3.166666667
6/14/2022,21,FALSE,38,El-Marg,277,0,1,0,0,0,131,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,279,0,1,0,0,0,120,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,280,0,1,0,0,0,82,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,281,0,8,0,0,0,52,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,282,0,24,0,0,0,28,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,283,0,1,0,0,0,275,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,38,El-Marg,284,0,6,0,5,27,70,0.193537852,76,7,2.5,1.5,17.5,3.5,5
6/14/2022,21,TRUE,38,El-Marg,286,58,12,5,2,19,81,0.193537852,5,3,2.5,1.5,7.5,3.75,5.25
6/14/2022,21,TRUE,38,El-Marg,287,7,12,1,2,10,64,0.193537852,5,2,2.5,1.5,5,2.5,4
6/14/2022,21,FALSE,38,El-Marg,288,0,12,0,0,0,16,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,289,0,12,0,0,0,16,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,290,0,12,0,0,0,16,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,291,0,12,0,0,0,16,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,292,0,12,0,0,0,16,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,293,0,1,0,0,0,122,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,294,0,1,0,0,0,122,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,295,0,1,0,0,0,122,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,296,0,1,0,0,0,124,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,297,0,1,0,0,0,122,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,298,0,1,0,0,0,122,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,299,0,1,0,0,0,124,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,300,0,1,0,0,0,122,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,301,0,24,0,0,0,11,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,302,0,1,0,0,0,46,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,303,0,1,0,0,0,46,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,304,0,1,0,1,0,420,0.193537852,1,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,TRUE,38,El-Marg,305,186,1,186,179,179,99,0.193537852,1832,273,2.5,1.5,682.5,3.812849162,5.312849162
6/14/2022,21,TRUE,38,El-Marg,306,144,24,6,2,26,14,0.193537852,1,3,2.5,1.5,7.5,3.75,5.25
6/14/2022,21,TRUE,38,El-Marg,307,95,1,95,31,31,99,0.193537852,763,48,2.5,1.5,120,3.870967742,5.370967742
6/14/2022,21,TRUE,38,El-Marg,308,0,1,0,1,0,75,0.193537852,2,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,TRUE,38,El-Marg,309,987,12,82,32,373,26,0.193537852,551,42,2.5,1.5,105,3.28125,4.78125
6/14/2022,21,TRUE,38,El-Marg,310,0,8,0,5,34,39,0.193537852,0,14,2.5,1.5,35,7,8.5
6/14/2022,21,FALSE,38,El-Marg,311,0,12,0,0,0,28,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,38,El-Marg,312,0,12,0,13,144,23,0.193537852,1,23,2.5,1.5,57.5,4.423076923,5.923076923
6/14/2022,21,FALSE,38,El-Marg,313,0,12,0,0,0,36,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,320,0,5,0,0,0,60,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,323,0,5,0,0,0,60,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,324,0,5,0,0,0,61,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,325,0,5,0,0,0,61,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,38,El-Marg,326,4126,1,4126,478,478,127,0.193537852,9881,608,2.5,1.5,1520,3.179916318,4.679916318
6/14/2022,21,FALSE,38,El-Marg,327,0,1,0,0,0,96,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,38,El-Marg,328,0,1,0,2,2,96,0.193537852,1,2,2.5,1.5,5,2.5,4
6/14/2022,21,TRUE,38,El-Marg,329,0,1,0,2,1,96,0.193537852,0,1.333333333,2.5,1.5,3.333333333,1.666666667,3.166666667
6/14/2022,21,FALSE,38,El-Marg,330,0,12,0,0,0,14,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,331,0,8,0,0,0,42,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,38,El-Marg,332,0,1,0,7,7,144,0.193537852,0,10,2.5,1.5,25,3.571428571,5.071428571
6/14/2022,21,TRUE,38,El-Marg,333,96,3,32,7,18,149,0.193537852,10,8,2.5,1.5,20,2.857142857,4.357142857
6/14/2022,21,TRUE,38,El-Marg,334,299,3,100,17,50,149,0.193537852,73,24,2.5,1.5,60,3.529411765,5.029411765
6/14/2022,21,TRUE,38,El-Marg,335,0,48,0,2,56,10,0.193537852,2,3,2.5,1.5,7.5,3.75,5.25
6/14/2022,21,TRUE,38,El-Marg,336,33,40,1,2,52,10,0.193537852,18,3,2.5,1.5,7.5,3.75,5.25
6/14/2022,21,TRUE,38,El-Marg,337,3,1,3,33,33,163,0.193537852,0,51,2.5,1.5,127.5,3.863636364,5.363636364
6/14/2022,21,TRUE,38,El-Marg,338,19,1,19,16,16,135,0.193537852,3,24,2.5,1.5,60,3.75,5.25
6/14/2022,21,FALSE,38,El-Marg,339,0,24,0,0,0,17,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,38,El-Marg,340,0,1,0,3,2,135,0.193537852,0,3,2.5,1.5,7.5,2.5,4
6/14/2022,21,TRUE,38,El-Marg,341,6,1,6,2,1,130,0.193537852,101,2,2.5,1.5,5,2.5,4
6/14/2022,21,FALSE,38,El-Marg,342,0,1,0,0,0,124,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,343,0,1,0,0,0,44,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,38,El-Marg,344,228,3,76,18,51,164,0.193537852,21,30,2.5,1.5,75,4.166666667,5.666666667
6/14/2022,21,TRUE,38,El-Marg,345,138,10,14,7,60,45,0.193537852,35,9,2.5,1.5,22.5,3.214285714,4.714285714
6/14/2022,21,TRUE,38,El-Marg,346,147,4,37,16,62,29,0.193537852,282,20.66666667,2.5,1.5,51.66666667,3.229166667,4.729166667
6/14/2022,21,FALSE,38,El-Marg,347,0,1,0,0,0,90,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,348,0,1,0,0,0,26,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,349,0,1,0,0,0,31,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,350,0,1,0,1,1,48,0.193537852,2,2,2.5,1.5,5,5,6.5
6/14/2022,21,FALSE,38,El-Marg,351,0,10,0,0,0,40,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,38,El-Marg,352,38,10,4,3,19,45,0.193537852,0,3,2.5,1.5,7.5,2.5,4
6/14/2022,21,TRUE,38,El-Marg,353,0,1,0,2,1,130,0.193537852,78,2.666666667,2.5,1.5,6.666666667,3.333333333,4.833333333
6/14/2022,21,TRUE,38,El-Marg,354,0,1,0,5,4,144,0.193537852,0,8,2.5,1.5,20,4,5.5
6/14/2022,21,TRUE,38,El-Marg,356,32,1,32,7,7,393,0.193537852,142,10,2.5,1.5,25,3.571428571,5.071428571
6/14/2022,21,FALSE,38,El-Marg,357,0,1,0,0,0,392,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,38,El-Marg,358,0,1,0,1,0,281,0.193537852,9,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,FALSE,38,El-Marg,359,0,1,0,0,0,371,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,360,0,50,0,0,0,21,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,38,El-Marg,361,188,1,188,24,24,100,0.193537852,497,29,2.5,1.5,72.5,3.020833333,4.520833333
6/14/2022,21,TRUE,38,El-Marg,362,188,1,188,60,60,100,0.193537852,384,80,2.5,1.5,200,3.333333333,4.833333333
6/14/2022,21,FALSE,38,El-Marg,363,0,1,0,3,3,435,0.193537852,0,5,2.5,1.5,12.5,4.166666667,5.666666667
6/14/2022,21,FALSE,38,El-Marg,364,0,1,0,0,0,44,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,365,0,1,0,0,0,44,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,366,0,1,0,0,0,44,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,367,0,1,0,0,0,44,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,371,0,36,0,0,0,25,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,372,0,1,0,0,0,152,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,373,0,1,0,0,0,173,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,374,0,1,0,0,0,136,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,38,El-Marg,375,698,1,698,172,172,57,0.193537852,9990,258.6666667,2.5,1.5,646.6666667,3.759689922,5.259689922
6/14/2022,21,TRUE,38,El-Marg,376,0,1,0,156,156,58,0.193537852,378,200,2.5,1.5,500,3.205128205,4.705128205
6/14/2022,21,TRUE,38,El-Marg,377,467,1,467,184,184,58,0.193537852,4691,233.3333333,2.5,1.5,583.3333333,3.170289855,4.670289855
6/14/2022,21,FALSE,38,El-Marg,378,0,1,0,0,0,58,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,379,0,1,0,0,0,105,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,380,0,1,0,0,0,105,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,381,0,1,0,0,0,66,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,38,El-Marg,382,11,1,11,5,5,101,0.193537852,13,9,2.5,1.5,22.5,4.5,6
6/14/2022,21,FALSE,38,El-Marg,383,0,1,0,0,0,570,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,38,El-Marg,385,11,1,11,4,4,220,0.193537852,6,5,2.5,1.5,12.5,3.125,4.625
6/14/2022,21,FALSE,38,El-Marg,386,0,1,0,0,0,74,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,387,0,1,0,0,0,153,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,388,0,1,0,0,0,153,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,38,El-Marg,389,4,12,0,2,12,60,0.193537852,13,2,2.5,1.5,5,2.5,4
6/14/2022,21,FALSE,38,El-Marg,390,0,12,0,0,0,60,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,391,0,12,0,0,0,46,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,392,0,12,0,0,0,60,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,393,0,12,0,0,0,75,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,394,0,24,0,0,0,17,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,395,0,12,0,0,0,31,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,396,0,1,0,0,0,74,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,397,0,1,0,0,0,335,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,398,0,1,0,0,0,371,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,399,0,12,0,1,1,94,0.193537852,1,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,FALSE,38,El-Marg,400,0,12,0,0,0,64,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,401,0,12,0,0,0,99,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,402,0,12,0,0,0,99,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,403,0,12,0,0,0,96,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,404,0,12,0,0,0,96,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,38,El-Marg,405,0,12,0,2,7,17,0.193537852,7,2,2.5,1.5,5,2.5,4
6/14/2022,21,TRUE,38,El-Marg,406,0,12,0,3,26,17,0.193537852,27,4,2.5,1.5,10,3.333333333,4.833333333
6/14/2022,21,TRUE,38,El-Marg,407,0,12,0,2,11,17,0.193537852,9,2,2.5,1.5,5,2.5,4
6/14/2022,21,TRUE,38,El-Marg,408,0,12,0,1,1,17,0.193537852,2,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,TRUE,38,El-Marg,409,61,1,61,8,8,220,0.193537852,60,11,2.5,1.5,27.5,3.4375,4.9375
6/14/2022,21,TRUE,38,El-Marg,410,29,1,29,17,17,120,0.193537852,196,20,2.5,1.5,50,2.941176471,4.441176471
6/14/2022,21,TRUE,38,El-Marg,411,95,1,95,26,26,121,0.193537852,255,32,2.5,1.5,80,3.076923077,4.576923077
6/14/2022,21,TRUE,38,El-Marg,412,73,1,73,39,39,138,0.193537852,168,43,2.5,1.5,107.5,2.756410256,4.256410256
6/14/2022,21,TRUE,38,El-Marg,413,123,1,123,28,28,125,0.193537852,752,30,2.5,1.5,75,2.678571429,4.178571429
6/14/2022,21,TRUE,38,El-Marg,414,72,1,72,21,21,125,0.193537852,435,22.66666667,2.5,1.5,56.66666667,2.698412698,4.198412698
6/14/2022,21,TRUE,38,El-Marg,415,114,1,114,19,19,125,0.193537852,258,23,2.5,1.5,57.5,3.026315789,4.526315789
6/14/2022,21,TRUE,38,El-Marg,416,101,1,101,14,14,125,0.193537852,328,17,2.5,1.5,42.5,3.035714286,4.535714286
6/14/2022,21,TRUE,38,El-Marg,417,64,1,64,29,29,100,0.193537852,12,46,2.5,1.5,115,3.965517241,5.465517241
6/14/2022,21,TRUE,38,El-Marg,418,111,1,111,15,15,100,0.193537852,189,20.66666667,2.5,1.5,51.66666667,3.444444444,4.944444444
6/14/2022,21,FALSE,38,El-Marg,419,0,1,0,0,0,1,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,420,0,1,0,0,0,1,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,421,0,1,0,0,0,1,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,422,0,1,0,0,0,1,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,423,0,1,0,0,0,1,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,424,0,24,0,5,0,22,0.193537852,130,5,2.5,1.5,12.5,2.5,4
6/14/2022,21,TRUE,38,El-Marg,425,0,1,0,1,1,765,0.193537852,0,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,TRUE,38,El-Marg,426,1170,24,49,6,126,7,0.193537852,1650,9,2.5,1.5,22.5,3.75,5.25
6/14/2022,21,FALSE,38,El-Marg,427,0,1,0,0,0,1,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,428,0,24,0,0,0,38,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,38,El-Marg,429,13,1,13,34,34,57,0.193537852,4276,150,2.5,1.5,375,11.02941176,12.52941176
6/14/2022,21,FALSE,38,El-Marg,431,0,1,0,0,0,125,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,432,0,8,0,0,0,39,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,38,El-Marg,433,46,1,46,16,16,227,0.193537852,153,21,2.5,1.5,52.5,3.28125,4.78125
6/14/2022,21,TRUE,38,El-Marg,434,1009,1,1009,239,239,109,0.193537852,5708,286,2.5,1.5,715,2.991631799,4.491631799
6/14/2022,21,TRUE,38,El-Marg,435,264,1,264,76,76,109,0.193537852,2076,90,2.5,1.5,225,2.960526316,4.460526316
6/14/2022,21,TRUE,38,El-Marg,436,76,1,76,38,38,109,0.193537852,422,50,2.5,1.5,125,3.289473684,4.789473684
6/14/2022,21,TRUE,38,El-Marg,437,0,16,0,1,10,30,0.193537852,3,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,FALSE,38,El-Marg,438,0,1,0,0,0,75,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,38,El-Marg,439,189,1,189,105,105,133,0.193537852,520,157,2.5,1.5,392.5,3.738095238,5.238095238
6/14/2022,21,FALSE,38,El-Marg,440,0,6,0,0,0,46,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,38,El-Marg,441,0,1,0,3,2,435,0.193537852,46,2.666666667,2.5,1.5,6.666666667,2.222222222,3.722222222
6/14/2022,21,TRUE,38,El-Marg,442,89,1,89,30,29,425,0.193537852,4,42,2.5,1.5,105,3.5,5
6/14/2022,21,FALSE,38,El-Marg,443,0,1,0,0,0,96,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,38,El-Marg,444,0,1,0,3,3,96,0.193537852,0,3,2.5,1.5,7.5,2.5,4
6/14/2022,21,FALSE,38,El-Marg,445,0,1,0,0,0,96,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,446,0,1,0,0,0,275,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,38,El-Marg,447,399,10,40,1,4,60,0.193537852,12,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,TRUE,38,El-Marg,448,8,1,8,5,5,300,0.193537852,0,12,2.5,1.5,30,6,7.5
6/14/2022,21,TRUE,38,El-Marg,449,373,20,19,6,105,86,0.193537852,128,6,2.5,1.5,15,2.5,4
6/14/2022,21,FALSE,38,El-Marg,450,0,1,0,0,0,115,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,451,0,1,0,0,0,131,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,452,0,1,0,0,0,128,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,38,El-Marg,453,0,1,0,1,1,633,0.193537852,0,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,FALSE,38,El-Marg,454,0,12,0,0,0,16,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,455,0,12,0,0,0,35,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,456,0,1,0,0,0,300,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,457,0,15,0,0,0,20,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,38,El-Marg,458,0,12,0,1,7,17,0.193537852,13,1.333333333,2.5,1.5,3.333333333,3.333333333,4.833333333
6/14/2022,21,FALSE,38,El-Marg,459,0,1,0,0,0,128,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,460,0,1,0,0,0,243,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,461,0,1,0,0,0,26,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,462,0,1,0,0,0,380,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,463,0,1,0,0,0,304,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,38,El-Marg,464,0,10,0,0,0,28,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,38,El-Marg,465,23,1,23,14,13,63,0.193537852,53,22,2.5,1.5,55,3.928571429,5.428571429
6/14/2022,21,FALSE,38,El-Marg,466,0,1,0,0,0,155,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,38,El-Marg,467,12,1,12,0,0,380,0.193537852,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,38,El-Marg,468,4,1,4,1,1,225,0.193537852,1,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,TRUE,38,El-Marg,469,41,1,41,6,0,430,0.193537852,169,6,2.5,1.5,15,2.5,4
6/14/2022,21,TRUE,38,El-Marg,470,16,1,16,6,6,420,0.193537852,9,11,2.5,1.5,27.5,4.583333333,6.083333333
6/14/2022,21,TRUE,38,El-Marg,471,2,1,2,13,13,298,0.193537852,0,20,2.5,1.5,50,3.846153846,5.346153846
6/14/2022,21,TRUE,38,El-Marg,472,8,1,8,11,11,69,0.193537852,1,26,2.5,1.5,65,5.909090909,7.409090909
